CustomerID,EducationLevel,MaritalStatus,AccountType,LoanAmount,InterestRate,CreditLimit,credit_cards_risk_type
3493a188-c082-48ad-ad08-980cfade0ccc,Master,Married,Loan,11059,4.37,1483,Low
f1efab3f-8189-4080-9bd7-2e8d42e66cbf,High School,Single,Loan,41163,5.9,7006,High
c2c669f1-e4d8-45d9-b8a2-de1a019980e9,High School,Divorced,Savings,36003,9.56,9607,High
303c86ce-af41-4f6b-82cd-db9df3fab6f0,Master,Widowed,Loan,8933,5.51,1817,Medium
0f9e5376-68ed-40cc-b091-30539485fd76,Master,Single,Credit Card,5893,8.1,1105,High
c799dc82-aad7-4c0b-8e2b-e87222cd9c38,PhD,Married,Credit Card,16965,8.53,8270,Medium
b3b486fa-1037-4c9e-948b-d47bfba67c10,Bachelor,Widowed,Credit Card,41365,8.38,9442,High
4ac52b8b-069a-4769-b87c-25c0b4057612,Master,Single,Loan,27780,8.04,8971,High
1b5ad1e5-df92-4d67-a44d-74d748a4ed89,Master,Divorced,Checking,18795,3.96,1210,Low
0c314239-39b9-4add-a001-94ca65d43df9,Master,Divorced,Checking,44198,2.03,8572,Medium
727f5f4a-d8b1-47b5-afda-51643a69ed68,Bachelor,Single,Checking,34030,5.23,3973,Medium
22918556-bfd6-47c7-978f-acf9818e44c5,PhD,Single,Credit Card,24188,1.6,7875,High
9349f9fd-f502-4749-85cb-8238bee40237,High School,Single,Savings,15017,9.02,8563,Medium
c4bac630-6eff-4c5b-bcb1-1d83f652f746,Master,Single,Savings,8767,5.62,7265,Low
4c7f3fd1-cdfd-44ef-a803-7eabc1d1e78c,Bachelor,Widowed,Credit Card,43125,6.3,5585,High
d4311388-de82-44d0-9d22-eb937189aa64,High School,Single,Credit Card,33566,4.96,5469,High
7588a0d4-9141-4024-b4c9-ae57d2e271bc,PhD,Widowed,Savings,15358,5.07,6587,Low
5ca2ca04-cead-44c7-ae27-874b2119a396,PhD,Widowed,Savings,18195,4.4,3419,Low
b9a0e4bd-ec3e-40b6-af77-fcf79b7f0e30,Master,Single,Checking,14435,7.44,4614,Low
c8b6cc09-dd9d-4dd1-9e41-c10cd5cf1f0b,PhD,Single,Checking,24081,9.44,2886,Medium
46ce1a50-3f2d-4adb-b32c-bb62c0cd0b37,PhD,Married,Savings,13961,2.59,6481,Low
1aa70cb5-6d5e-4004-8728-7143a599c62f,High School,Single,Checking,46002,3.6,7869,High
60cf2b79-c29f-41a8-896d-54173bd54db7,High School,Divorced,Checking,33997,3.13,7123,High
2e9fca37-9504-4800-9f17-72887b9d4474,High School,Married,Savings,32842,3.62,4150,Low
dd25d16e-1e96-48e9-86b6-c31bce83f8e5,Master,Single,Checking,15572,6.01,8557,Low
9ad8f69a-bb15-46cb-b305-9ec837caf366,Master,Single,Checking,27278,4.7,4375,Low
6f5c4206-0bb6-467e-a70f-dc29c3300a35,Master,Widowed,Loan,7715,6.15,1529,Medium
c4d86582-8fc4-4b17-bd7a-fbd02767f427,PhD,Divorced,Savings,45834,7.73,5225,Medium
76f3f765-46f6-4e8f-9d1a-d8a7c32a7ea5,High School,Widowed,Credit Card,18639,6.06,3379,High
a4a19014-6e36-4f7a-9ea7-a63c2f816df0,Master,Married,Savings,44589,1.72,5316,Low
b8fef65d-8094-425a-bbad-77cfe2ad49a3,Bachelor,Widowed,Savings,29046,9.62,6739,High
8b5012eb-20fe-4ad9-afe7-121c257cf124,Master,Divorced,Checking,38287,2.55,5166,Medium
403b9a1e-acf1-4fe5-984c-cad240613802,Master,Widowed,Credit Card,8306,4.7,6298,Medium
6e8a0198-e3a1-460a-bbd7-a809ee889475,High School,Widowed,Checking,37388,2.08,8656,High
1a8e8520-0fab-40cc-b5a5-c12294df1bd4,High School,Widowed,Credit Card,19233,2.23,1488,High
db393007-b41a-441e-a1ed-56c15faa1f05,Bachelor,Single,Loan,30503,3.11,1705,High
fa9499bc-ab84-488b-bb3d-7f34848cf3f4,Master,Married,Savings,28711,7.85,2454,Low
facf8f49-ab84-4635-9d3c-fad862a234b3,High School,Divorced,Checking,18388,8.55,6941,Medium
4beefd2b-0026-4baa-a7c6-db9bc0e46651,Bachelor,Single,Checking,15361,7.55,1170,Medium
2d00dacc-d1bd-46a4-a5ab-fdbf5e990964,High School,Single,Checking,11524,4.7,7537,Medium
87820574-c885-4746-b4e3-55b5f410e53e,High School,Single,Credit Card,31683,6.65,6242,High
d92121aa-4cf1-426b-a125-77385b140586,Bachelor,Divorced,Loan,5649,9.88,6388,High
c36bbd02-5f60-4dff-9e85-a1f2b6093a6d,High School,Married,Credit Card,8574,7.67,6360,High
a0b61d79-ae0e-4f72-ac08-e08c9e47438f,PhD,Single,Credit Card,26124,8.92,2788,High
f2d09927-6d86-484f-a68f-6228566e16ea,High School,Widowed,Credit Card,9464,8.64,7517,High
f932ae5b-cdb8-4fc9-9268-c7a38c53af87,Bachelor,Divorced,Loan,33800,6.97,7604,High
979a2ffd-c274-479a-b969-63dd96d1b2d3,Master,Married,Loan,19111,8.65,6008,Medium
a90f7901-60f5-413d-82a4-ad1f87c6f1d5,Bachelor,Single,Credit Card,34870,7.75,5058,High
bdfcc851-7dda-4798-8c19-df8131f08e4a,Master,Widowed,Checking,22693,7.36,6939,Medium
030f4cd8-2b02-4741-9318-36453be3d89d,High School,Divorced,Loan,12787,6.39,6747,High
2c61cf16-a705-4c5d-a488-83a5dd8dbf92,PhD,Divorced,Loan,19652,1.51,6692,Medium
a41a5771-cf33-4675-8315-ebab1fe129fe,PhD,Married,Checking,39345,2.0,9800,Low
fed0082f-119c-4fed-bc2b-def6e5ef395b,Master,Married,Savings,35816,2.48,9230,Low
0c980087-1e52-47a8-921b-fd53301705d5,High School,Married,Savings,19244,2.65,3998,Low
443b712d-472c-45a2-a05c-bd529ada4e4b,Master,Widowed,Loan,29698,3.26,2090,High
fea61c40-f4d6-460b-97a2-7117dc35d859,Bachelor,Divorced,Savings,35542,8.82,1667,High
ae60d6a0-58e9-42ea-b6ae-71810d5eef41,Bachelor,Widowed,Savings,27985,4.5,9771,High
4c954edd-0961-450a-b3b2-258b9f72bce2,Bachelor,Married,Checking,7172,9.1,5278,Low
99511a26-497d-42d4-9db3-5048c4df85db,Master,Single,Loan,36201,7.94,8898,High
538d6218-f5bb-404e-a70c-b0bb20a4f0bf,Bachelor,Single,Loan,15846,1.59,3052,Medium
2d0417b2-8988-4be6-a6fd-3bac4a2b0c08,Master,Single,Credit Card,23229,6.65,5806,High
6b4f6df0-849f-4669-a3e2-6686eaac1c80,Bachelor,Divorced,Loan,21983,3.71,7606,High
bf415a65-96d5-46e5-a18d-342613a83f18,PhD,Married,Checking,35226,7.58,8576,Low
d17676c1-3f53-4846-9397-3cf2058177c0,Bachelor,Single,Savings,27229,9.75,7560,High
172da936-9378-4774-95d1-c0f786a99925,High School,Married,Savings,28025,1.86,3099,Low
40aafc7e-1b55-46f2-b7f9-d651aa932609,High School,Divorced,Loan,45173,9.57,4769,High
b244c5d4-a034-4437-99f7-5803e9bfe96a,PhD,Single,Checking,46485,7.58,7794,Medium
d3431498-4993-4d55-a5af-b4b373b94b7d,Master,Single,Credit Card,11219,7.71,4099,High
bd479cfc-8211-40cc-a6b8-0195e52276a1,Master,Married,Loan,37079,3.97,5778,Medium
8d4f09e4-a4bd-4cfe-8152-d6ce9a19e8cf,PhD,Married,Checking,34666,5.7,7665,Low
ea5ab1ec-e456-4802-bcbb-86e75b1fff4b,PhD,Married,Savings,46017,5.56,9510,Low
0df6dc43-b242-431c-ab05-29eafdf7da48,PhD,Widowed,Credit Card,14914,9.99,7267,High
39c0f63a-6e2e-4189-b1f7-7038ead1810c,High School,Married,Loan,47432,8.31,7071,High
5a92a179-8de0-473f-89c4-40a8fd3ee7c8,Master,Divorced,Checking,10593,9.82,4779,Low
5055aca6-3744-4b1b-b30c-121f5a5ce089,Master,Single,Credit Card,35318,4.27,2794,High
cbee677f-260c-4755-a6b8-550bdef0ed29,Bachelor,Single,Credit Card,48872,6.63,6848,High
b229249c-dbbd-43b9-b13b-6f75eea30b27,Bachelor,Married,Checking,34276,7.5,6664,Medium
e0760915-f3d1-416f-a1c3-0c789a28a581,High School,Widowed,Checking,21560,8.39,3204,High
302dd710-dfd5-411f-b0d4-b8206eaef982,Master,Married,Credit Card,12471,9.65,3231,Medium
ff23c748-532d-44fa-8fb3-ae3ddf6135e5,PhD,Married,Savings,22789,7.62,9167,Low
8dc33bff-d1c3-4dfe-b582-93b6b57e0480,PhD,Divorced,Checking,20612,4.7,2326,Low
dee74e13-5344-47a6-8541-8b0231149e0c,High School,Divorced,Savings,45897,1.68,5252,High
9907e1e8-91f9-412a-9bbd-51ec1a42463e,High School,Single,Savings,23708,5.95,5708,High
ebc2a8bd-a797-4be0-9fa5-b360e7beeecf,Master,Divorced,Checking,18185,3.71,6935,Low
67e69a55-18cc-4f28-a1e5-e480ac28bd9e,High School,Divorced,Credit Card,49871,1.68,8743,High
a09e7744-9bcd-41bd-8648-8fdad14aa8fa,Bachelor,Divorced,Loan,33331,7.58,9618,High
64b54231-6653-494a-bef1-9488a75ac97c,High School,Widowed,Savings,17705,1.89,7841,Medium
3c91fd3b-554f-40e8-9eba-7f4209b6f1ba,High School,Divorced,Savings,33238,7.89,2370,High
59e95de2-7c45-410d-9eb8-7c07446a4e77,High School,Widowed,Savings,33718,9.86,5943,High
f7734a91-9404-4d10-8ad4-f8f7046dece9,Bachelor,Single,Credit Card,11164,1.87,8575,High
16a5dc04-1bbb-4bc2-af60-ffc282d27d01,PhD,Single,Checking,11541,5.89,4934,Low
ed3fc301-5c0a-4d8c-8f6a-afa2aeef39b3,Master,Divorced,Savings,49594,9.82,3386,Medium
685dfb00-f32e-4e18-9a84-300f1a0a9f4c,PhD,Divorced,Loan,14176,9.44,4248,High
9d476a31-5a51-46d2-8742-f1b6fd75b630,PhD,Single,Checking,19296,7.46,2528,Low
ad289582-dd54-4fc8-b420-1c41df7bdb36,PhD,Divorced,Credit Card,19673,7.6,2000,High
07956d67-5da1-4bd5-a00a-a6954c8ce1ba,High School,Widowed,Checking,32100,2.92,6835,High
bb93699e-f7e1-4b0d-9bc8-9540c260d241,High School,Widowed,Checking,33737,4.26,6920,High
6378101e-e056-4247-8b9c-00479e79946a,Master,Divorced,Checking,43484,2.31,9211,Medium
e2851cfe-7fb2-4c17-9dda-aa8ceca1c2b3,Master,Divorced,Credit Card,47360,8.98,4384,High
bebf98bd-89bc-4f07-bfe8-0f6415c7a065,Bachelor,Widowed,Savings,25743,9.17,5920,High
3f484521-8d24-44eb-9284-bcdee509ddd5,PhD,Single,Credit Card,11124,5.29,2029,Medium
7f879f90-aaf9-49e7-bb0b-4e4d6e87b933,Master,Divorced,Credit Card,22462,7.43,4509,High
0b116310-fecb-447f-9a9e-8afda8f6a6fb,Bachelor,Single,Credit Card,18738,9.93,1484,High
db50cb0f-063a-463f-b8c0-817a7ea18453,PhD,Single,Checking,29014,6.21,4928,Medium
0d5d01e2-cbbf-49ed-8403-17aeda08f0ca,High School,Married,Loan,39536,7.29,2151,High
490457f9-70d6-4910-bc28-e0a3c6b8ea25,PhD,Married,Loan,28491,5.57,9079,High
a1b05d56-ce9c-4f4d-8511-b0c51d235a57,Master,Single,Savings,42513,7.08,4046,Medium
e7b608d3-1acd-4a85-a272-70f260f38e6e,High School,Widowed,Savings,7752,2.3,8997,Medium
1c8538e2-a50a-4813-a35f-1b9e7cda8010,Master,Divorced,Checking,10110,4.72,4453,Low
d3f66c21-522b-46e8-9c71-0f729f5425e4,PhD,Divorced,Loan,42962,5.8,7677,High
5f718dac-056a-4c86-aaf1-d1ea79bac27e,PhD,Widowed,Savings,12286,3.57,4990,Low
3657295b-4c24-41f1-b4a9-e4f35cc22197,PhD,Widowed,Credit Card,33257,9.61,5057,High
7d6ad96c-142c-4444-88b8-73c84ab50590,Bachelor,Divorced,Loan,32074,8.38,4315,High
db5ff520-f218-40f9-9c41-b704a224a6f3,High School,Married,Credit Card,48136,5.05,3558,High
173b2cf7-efb0-4bec-90af-a9277033b0e0,Bachelor,Married,Loan,45672,1.83,9722,High
daad5381-b3ec-4f13-b042-43a9ac3a24db,High School,Divorced,Checking,17347,1.94,6432,Medium
eabfa32e-1161-46cc-867e-9efaa1867966,High School,Divorced,Credit Card,20191,9.82,2102,High
97183bb9-51b9-4cce-9cc4-83aff4642929,Master,Married,Savings,12975,1.78,5017,Low
cfc1ee1f-23f9-45ff-ad2e-8a8211c54cd7,High School,Widowed,Checking,16775,9.25,9183,Medium
7652e422-9698-440d-8664-69c43b4cd78e,High School,Married,Savings,40423,9.01,3167,Medium
2ee2db39-a8f3-41b9-aaf6-0d17a0a86041,PhD,Widowed,Loan,29710,3.19,5480,High
2495b59a-c216-41ed-85e2-e30cb4bfc8d3,Master,Divorced,Loan,24488,8.77,4695,High
15c32620-908f-4a18-8928-81e91e187cdb,Master,Married,Savings,12595,7.16,6723,Low
4d165273-dc69-4a23-ae52-325db340df6e,Master,Divorced,Credit Card,27884,4.28,4821,High
dd9864f6-b793-4693-be1d-0adb75b1be63,Master,Divorced,Loan,17298,3.21,8365,High
4744e400-b161-44a8-91d9-0547b51851e7,Master,Divorced,Checking,18231,3.34,5457,Low
d9acb5ca-69ef-43e7-bf1b-ad3527c1382c,PhD,Single,Savings,33326,4.23,7490,Medium
ab903d16-365e-4713-9294-8be96e0072a6,Master,Widowed,Savings,48669,5.34,9930,Medium
18597305-e153-42fd-a48e-7b0a2c81746e,Bachelor,Single,Savings,42479,4.76,7965,High
8031bca3-eab3-4e25-8828-77f5e74f434f,High School,Married,Checking,44738,7.01,9186,Medium
08f7aac1-cf37-4b95-bf6f-1cd5d02f08e5,PhD,Married,Loan,22341,7.15,7146,High
50610539-69ad-49e6-bb60-60bc6f002815,Master,Married,Credit Card,12379,6.43,5722,Low
0291d06d-6075-4a41-a963-48338690a96a,High School,Divorced,Credit Card,35760,6.01,6292,High
9d4452d6-19b0-4ed8-a611-4f76ea68ec32,Bachelor,Single,Loan,37879,5.47,9621,High
c64c6c49-5fbd-4a7e-ab50-8fba28a2330d,Bachelor,Divorced,Credit Card,40257,3.85,2337,High
2dbefe91-6302-43e8-9c55-ae7a9faad232,Master,Single,Savings,18135,7.27,3891,Low
e6027985-e2ea-42f7-b628-3f531d871c30,High School,Widowed,Loan,28502,9.09,5619,High
1130a86c-d0f3-4f5f-9690-20fe36e6ae9c,High School,Divorced,Savings,17806,2.77,8141,Medium
dedfdaec-4911-41eb-b986-7ef93786f14a,Bachelor,Widowed,Credit Card,44417,8.02,8424,High
95cc4291-6ce2-41a8-8135-46fc4222d891,High School,Widowed,Checking,25979,4.86,5336,High
ca1811c8-3adc-43ee-927a-6ace4c2cb497,PhD,Divorced,Savings,6359,6.38,6403,Low
e653cec5-7172-464e-a783-8dff775342fa,Bachelor,Married,Credit Card,24332,8.94,5294,High
b44626e8-acc9-4743-af29-b056481f56e4,High School,Married,Savings,13960,9.41,8977,Low
a3cce852-6ef8-4446-a418-3e64bcad63c0,Master,Single,Checking,39404,2.28,4260,Low
109c0786-ff1f-4542-b41f-50f3af7e675d,Bachelor,Single,Savings,32071,8.91,8114,High
91ab7bb6-6de7-4b9f-b213-543a52096a48,Master,Widowed,Checking,31014,2.36,1885,Low
9c37da37-4c28-49e6-ae25-2252c47d3abd,Bachelor,Single,Savings,42067,7.73,6346,High
5d4647e6-d88c-4a55-bdda-a345b748626a,Master,Single,Savings,20854,6.89,9686,Medium
73c51abb-0ae7-4248-a31d-ae329c560df8,Bachelor,Single,Savings,42666,2.21,6577,Medium
e29a32eb-0af7-4e32-b422-7b110f1ef504,Master,Divorced,Checking,36625,9.68,1277,Medium
7cbbf35b-0031-4f7f-ae2b-33ced8d8e032,Master,Single,Checking,35101,8.96,9750,Medium
2b2f0e33-2343-4a53-9fd8-066f4b566e04,Bachelor,Widowed,Savings,8553,7.53,8044,Medium
ec3eef08-b9f5-4865-8fa1-95dafb907e61,Bachelor,Divorced,Checking,6944,5.8,7776,Medium
db87ad44-5573-4e6c-977f-338f8a006e1f,PhD,Divorced,Loan,12318,1.55,4993,Medium
7a979606-cc95-4c16-b38f-655de3fdef77,Master,Divorced,Checking,29170,3.11,7075,Medium
39a85594-06ab-4743-b95a-5626dd505658,Bachelor,Widowed,Loan,19584,9.32,9043,High
a35c89a9-27b7-45f6-9ec6-63027a5414d9,High School,Single,Credit Card,15132,7.02,5861,High
5563b9b3-6efa-4c4e-ae1e-4af2cc79d7c5,Bachelor,Widowed,Loan,23162,6.15,2940,High
9a5e3e02-0e64-4c2f-b121-68a909a38430,PhD,Single,Checking,15695,8.11,2231,Low
a24701ab-0d90-46c7-b62a-bc9fb39315d9,High School,Married,Credit Card,9444,3.31,7031,High
718a231e-958b-4817-a7d8-330ebace1e6e,Master,Widowed,Checking,44700,9.14,2641,Medium
c7b2926b-172a-4226-9663-44357b1b9b93,Bachelor,Single,Savings,32589,9.83,8224,High
b601b37e-c950-4003-b9b3-7f3801b2ee7e,PhD,Divorced,Checking,7817,9.58,1151,Low
ca81b19d-bd88-4fba-9525-f184f233d287,Bachelor,Divorced,Credit Card,9737,3.04,2097,Medium
bc759e66-b2d6-48de-b3c4-7b5c25375651,Bachelor,Widowed,Loan,21788,2.19,5533,High
836ec68e-fc1f-49cc-b20e-4172c418b2e6,PhD,Single,Loan,39310,8.48,4990,High
72b1fc4b-b031-44ca-b799-349ca494acf4,High School,Married,Savings,40963,9.25,9614,Medium
cbd90760-1e38-47e7-b729-747954cac2e0,High School,Single,Savings,14541,7.44,6423,Medium
27bd208e-d32c-4cca-a05d-6bf311e155ac,Master,Married,Checking,6622,2.86,7897,Low
d18321f4-09df-45cb-a71d-be95c2796b36,Master,Married,Loan,23629,7.57,9918,High
ac9558ff-4ab7-4af9-b690-2fb938728697,Master,Married,Savings,23912,1.97,9513,Low
d2014dd8-8176-4f04-99cc-f3236304c516,Master,Married,Loan,45096,4.88,9544,High
0113c0de-1719-47db-9b7d-e44c01704032,Master,Widowed,Credit Card,16978,7.09,1012,High
0523f581-0d17-4e80-af63-4c1433ff35d4,Bachelor,Single,Credit Card,10723,9.76,5745,High
521a0e4c-e371-427a-9bc7-5097ff73142c,Master,Widowed,Credit Card,6068,9.92,6437,High
2a19a6a3-ef74-4be1-bffe-2e2f79517989,PhD,Widowed,Savings,11959,8.17,1193,Low
580865fe-8d1d-4b2a-a113-6e6406b70173,High School,Single,Savings,31084,5.7,5953,High
05f529bc-bcb9-4a82-b358-010be83ccc5f,High School,Single,Checking,17888,4.02,7765,Medium
432fbc52-5937-41f9-9f6e-6afb20808728,PhD,Divorced,Savings,18180,2.88,9511,Low
aeab7ead-8f53-4294-af05-c156f20c9ac2,Bachelor,Widowed,Credit Card,31032,4.43,4079,High
6c04884e-f929-41cd-996e-617713d8a11e,Bachelor,Married,Credit Card,17609,9.5,6020,Medium
1fcd157b-fdcb-4d3c-b429-d0a4c8c8a39f,Master,Married,Checking,18150,5.38,2481,Low
9b206714-96da-4b2d-855d-f7ced9fa68b5,Master,Divorced,Credit Card,11331,5.68,7538,High
07854884-d666-4e79-ae10-2c27ce8b9036,PhD,Single,Loan,32523,7.37,1144,High
db7f13fa-642e-44c8-9c67-130560aec991,Master,Single,Savings,7578,3.72,5842,Low
065f6efa-904a-4b92-9922-3c44a73944a4,High School,Married,Savings,5470,4.16,6221,Low
658c7081-851f-4bf2-9a6a-d63b3ea34f30,Bachelor,Married,Credit Card,30082,2.31,9695,High
0db3a5d6-e0a6-4e61-9c34-27072852b46e,High School,Widowed,Checking,29552,6.39,3101,High
1d6dcdfa-f118-414b-85a5-2b6237fb4425,PhD,Divorced,Savings,34599,5.76,2628,Medium
e7ef8ad1-3fa6-47d6-a28e-fe547ad6247d,PhD,Single,Credit Card,37264,5.91,4227,High
e1347a32-23bf-4157-8cb3-2feebdc55d62,High School,Married,Checking,12694,8.56,4214,Low
1ff03b59-cba7-4350-a3aa-793e8696ff67,Master,Widowed,Loan,8584,7.12,4249,High
0d8d60b7-dd55-4235-8488-64f3889568f4,PhD,Single,Loan,14489,8.54,1585,High
32675860-e5cc-41fa-b8e8-b64aee596e82,High School,Single,Savings,6972,6.9,8847,Medium
ebd8882f-3cfb-411b-81cd-284c55bd4486,PhD,Widowed,Loan,14277,8.3,9649,High
cb77f7a4-a435-4d8c-9b82-1bdf66121c60,High School,Married,Checking,17852,9.57,2000,Low
b20fffbc-bbca-4a01-b1df-d1820acec3e0,High School,Single,Credit Card,40174,5.81,5266,High
db684750-5728-460a-bfdb-4d2c290505ca,Master,Married,Loan,27197,3.55,5804,Medium
3b3c8d5b-cd34-46fc-bc7b-0e3e6932126c,Bachelor,Single,Credit Card,31628,1.95,2010,High
412e5b5e-c241-40cf-8185-8896be12effd,Master,Married,Credit Card,31819,7.66,3705,High
4aa9293b-abb0-47dc-a086-4c47b367657a,Bachelor,Married,Loan,41992,5.9,4689,High
fa1f25fc-dc08-424d-afff-8b7fd44b926d,High School,Divorced,Savings,29557,3.44,6281,High
dca65718-acad-4510-9308-7dd6d62cfd88,High School,Single,Loan,24245,8.36,4982,High
95ad0a83-05e7-419e-abb3-505ec4b7011c,Master,Widowed,Loan,38328,8.35,1780,High
d2f8b57e-1c6e-4b13-83c1-158e1351b5f5,Master,Widowed,Credit Card,34939,5.05,4008,High
2afd7863-a9b3-4401-a0a6-e2855061339d,Master,Single,Checking,25205,6.29,4680,Medium
074dfaf9-2f03-477c-a495-b1e9163562ce,High School,Widowed,Savings,48975,2.12,9134,High
688af6dc-05b0-4eac-a547-c9a66a0876a5,High School,Divorced,Checking,37286,4.3,2801,Medium
20266a78-8a60-436f-b3cb-32e835a10bb4,Master,Divorced,Savings,29364,7.49,3659,Medium
44f6634f-06a1-4a1e-a608-ce57849f12c9,Master,Widowed,Checking,21154,5.69,7146,Medium
d98935c7-a2d5-43ea-8c70-892baeff297a,High School,Married,Credit Card,30100,7.0,7483,High
0199d0d6-bef3-468c-bdad-74aae7760f6b,Master,Widowed,Savings,5778,1.7,8502,Low
1ef7d129-59e9-4f72-a9b1-3aefdd6498ae,Master,Divorced,Credit Card,35956,7.79,5154,High
5c53bcc3-95c6-4125-8b00-d891fcbdaad4,High School,Married,Savings,44617,2.6,3643,Low
23e7c703-2e82-4754-bec1-42d50a70e2af,High School,Married,Savings,33884,9.94,9830,Medium
be7d33c3-3fa9-489b-bb13-00b5ab4980bc,PhD,Widowed,Checking,12472,5.25,6362,Low
f7ebb1bc-b507-4ff6-9f18-4f3f21d2f13c,Master,Married,Savings,26186,4.98,2755,Low
88b36669-63dd-45b0-bcbf-188eb20ba65c,Bachelor,Widowed,Loan,48874,3.2,6998,High
b745bd44-f74e-434d-bf5c-896fcc6491ae,High School,Divorced,Credit Card,9945,4.05,5121,High
93715647-9cf9-4b4c-8052-7e6acb71ee94,Master,Divorced,Checking,11455,7.47,7250,Low
cd869d89-cf9d-4aa9-87cb-104d0dbf0502,Bachelor,Widowed,Credit Card,33025,8.65,7687,High
312f7699-f13a-429b-b150-41209cb18fa0,High School,Single,Loan,29454,3.82,4555,High
2d0b1e02-9a2f-400c-8efd-947376c4411d,Bachelor,Single,Checking,10009,6.46,1681,Low
8f9f97ea-584e-4b31-80d5-8cf3c311fc4a,High School,Single,Checking,29724,5.05,1459,High
0c6ec2a1-5022-4363-a1ca-2bc762f26d45,Master,Single,Savings,18470,3.9,2511,Low
09c65e3e-cf92-40cc-9f4d-7d00c1408094,Bachelor,Married,Loan,15001,5.69,9406,Medium
86a21421-e51b-4b4c-8d0f-d0f995af550e,Master,Divorced,Checking,12793,8.91,4422,Low
37da627c-3c50-4595-8d93-5b3996341c76,Bachelor,Widowed,Credit Card,25628,4.84,8962,High
0dc06ca3-4afe-462a-a725-8e38aad87f4f,High School,Widowed,Checking,47399,6.9,6376,High
5e2e0842-1b2e-4cb4-b4c8-5c22ce23d428,High School,Single,Loan,41140,8.0,3214,High
647e9723-2d03-4cb0-9330-a01ee4ff6440,Master,Widowed,Loan,33090,2.39,6195,High
96038799-fdc4-4341-bff6-d842acaa0c23,High School,Married,Checking,31863,6.26,9635,Medium
e8a46e31-cb97-4160-9cca-e6c536eaf5e1,Master,Single,Credit Card,6869,4.92,1619,Medium
945800ff-727f-4ef1-bfbb-45bd9a162b60,High School,Widowed,Savings,12436,2.39,4872,Low
46b14a66-d798-4735-9b4e-ba6891d0aee7,PhD,Married,Credit Card,29685,7.6,2012,High
8e409dbd-3495-4077-8f17-2454f531ec96,Master,Single,Checking,19973,6.53,2809,Low
0eec3181-afd9-4cb0-99fa-787e44e86b0a,Master,Married,Loan,35521,6.17,6994,Medium
ed4f1d09-39b7-4296-a767-6cf68228a5d5,PhD,Widowed,Credit Card,30605,8.08,1940,High
f15dbde5-0240-49af-85b2-8b686a8fd70e,Master,Single,Savings,34141,6.97,3146,Medium
477aa39d-9a02-455a-b7a4-3143b03fd5f8,Master,Widowed,Credit Card,38637,8.46,3347,High
3fdd9e1a-b68f-4baf-88d0-ddd4daca6499,Master,Divorced,Savings,13053,3.92,8893,Low
feda5383-71c5-4aa6-88ad-f0733d9d9580,Master,Married,Savings,10915,2.12,4529,Low
59096c31-46fe-4eb1-bb78-19512d892eb1,Master,Widowed,Checking,21802,9.91,1594,Medium
ce8a08c2-72fc-462a-91d4-f88d48397f66,Master,Widowed,Loan,5787,8.86,8122,High
edbfb2aa-a1d1-4dcf-a0aa-533cbc39f9fd,Bachelor,Widowed,Savings,29485,4.47,6649,Medium
86d55dcd-3c58-4ad6-acea-eed801f9c3ed,High School,Single,Checking,31933,8.84,3848,High
690f1206-b414-4ad8-a6e9-d2d04b49434f,High School,Divorced,Savings,30058,7.0,4582,High
2eec8516-1922-4a06-93b2-f10415842c43,Bachelor,Single,Credit Card,16294,9.8,3728,High
9b78a14a-f468-4bcd-973a-bc24dc1a48f7,Bachelor,Widowed,Checking,49269,3.0,2280,Medium
37c47ef4-c155-43bd-8e99-31b5c4fc796c,PhD,Married,Checking,30768,7.54,1026,Low
8dc2276b-3519-403e-b735-a67aca0f5fc2,Master,Divorced,Credit Card,16617,6.1,2366,Medium
986c0c04-2104-441e-98f7-bddced3c9ec8,Master,Married,Credit Card,35891,5.1,5051,Medium
1b4c8233-0708-4bb9-8670-43ab1b825ea5,High School,Married,Savings,23623,8.46,6040,Medium
9586b8ce-ca02-49a0-86a5-67febaa2d250,Bachelor,Divorced,Savings,48116,6.64,8127,High
a6276f56-b21d-4ec0-a847-dc2736220c0c,PhD,Single,Checking,35940,6.63,1887,Medium
667aa51b-72c4-4f67-8558-02f7dc74e665,Bachelor,Widowed,Credit Card,8120,1.63,6681,High
b836984d-8e1b-42c6-aed3-608c070212fd,Master,Divorced,Savings,24249,4.98,2743,Low
43088361-f657-48a7-ad0d-4de743bfc455,PhD,Married,Checking,24896,8.76,6406,Low
593ae6d5-b519-4d41-be6d-0cdba3aa6297,PhD,Single,Checking,24231,8.25,4929,Medium
5a8bcb57-5294-40e8-9008-6b0dbfa31aa2,PhD,Widowed,Savings,10365,8.24,4202,Low
2d5d8f86-1faa-44f6-a157-3901579c9cc9,Bachelor,Married,Savings,44552,2.73,2452,Low
3d06c602-f83b-4963-a476-530974f4cd9f,PhD,Married,Loan,19524,1.52,6684,Low
607a95a0-b1a0-4538-9ced-9c13d4447d85,High School,Single,Savings,45623,4.49,3210,Medium
7d04f487-5980-4add-9bba-6def99f79d22,Master,Widowed,Loan,46910,6.13,5584,High
e80a4066-a6d9-42ba-8125-a89be69c76ab,PhD,Married,Loan,10135,1.67,4833,Low
e4268314-af6c-457e-90ec-1e2810d90e66,Master,Divorced,Savings,33568,8.42,5548,Medium
8a9e5311-0dfa-4f61-a66b-44791b095451,Bachelor,Widowed,Savings,48507,8.03,7151,High
